Pregunta;Respuesta
¿Cuánto tiempo puedo ausentarme del inglés?;Puedes ausentarte del inglés por un periodo específico, pero es recomendable no interrumpir los estudios por más de un semestre.
¿Cuántas horas se requieren para cumplir prácticas preprofesionales?;Las prácticas preprofesionales requieren generalmente de 240 a 480 horas, dependiendo de la carrera y los requisitos del programa.
¿Existen materias optativas en la universidad?;Sí, existen materias optativas en la universidad que puedes tomar para complementar tu formación académica.
¿Qué es el MIC?;El MIC es un Módulo de Integración Curricular, diseñado para aplicar los conocimientos adquiridos a través de proyectos prácticos.
¿Solo pueden ingresar a la universidad personas que pertenecen a las fuerzas armadas?;No, la universidad también acepta a civiles, no solo a personas que pertenecen a las fuerzas armadas.
¿Cuántas terceras matrículas puedo hacer?;El número de terceras matrículas permitidas puede variar, generalmente se permite un máximo de dos.
¿Cuántas horas se deben completar en vinculación / servicio comunitario?;La vinculación o servicio comunitario requiere generalmente completar 96 horas.
¿El nuevo hospital universitario está dentro del campus matriz?;Sí, el nuevo hospital universitario está dentro del campus matriz.
¿Existen cursos de capacitación dentro de la ESPE?;Sí, existen cursos de capacitación dentro de la ESPE en diversas áreas académicas y profesionales.
¿Las carreras de seguridad y defensa pueden tomarla ciudadanos civiles?;Sí, las carreras de seguridad y defensa también pueden ser tomadas por ciudadanos civiles.
¿Qué pasa si estoy haciendo el MIC y ya no tengo más materias en la malla por tomar?;Si estás haciendo el MIC y ya no tienes más materias en la malla por tomar, deberás enfocarte en completar tu proyecto de titulación y realizar el trámite respectivo para tener la gratuidad de último semestre.
¿Dónde está ubicado el instituto de idiomas de la ESPE?;El instituto de idiomas de la ESPE está ubicado en el campus principal, generalmente cerca de las facultades de Ciencias Sociales y Humanas.
¿Cuántos son los créditos mínimos para no perder la gratuidad de matrícula?;Los créditos mínimos para no perder la gratuidad de matrícula suelen ser 30 por semestre.
¿Quién es el Coordinador de pasantías del DCCO?;El Coordinador de pasantías del DCCO es el Ing. Jorge Edison Lascano, PhD
¿Todas las carreras de ingeniería tienen materias exactas?;"No todas las carreras de ingeniería tienen las mismas materias exactas; cada carrera tiene su propia malla curricular."
¿Quién es la directora del Departamento de Ciencias de Computación DCCO?;La directora del Departamento de Ciencias de Computación DCCO es la Ing. Sonia Elizabeth Cárdenas Delgado, PhD.
¿Cuáles son los requisitos para obtener una beca de excelencia académica?;Los requisitos para obtener una beca de excelencia académica incluyen un promedio académico alto, participación en actividades extracurriculares, y una evaluación del rendimiento general.
¿Qué facilidades deportivas ofrece la ESPE a sus estudiantes?;La ESPE ofrece diversas facilidades deportivas, incluyendo canchas, un gimnasio, una piscina, y programas deportivos organizados.
¿Qué actividades sociales y recreativas se organizan para los nuevos estudiantes en la ESPE?;La ESPE organiza actividades sociales y recreativas como semanas de bienvenida, ferias culturales, competencias deportivas, y talleres.
¿Cuál es la particularidad histórica de la ESPE en cuanto a su origen y transformación?;La particularidad histórica de la ESPE radica en su origen como una institución militar y su transformación en una universidad de excelencia académica que sirve tanto a civiles como a miembros de las fuerzas armadas.
¿Quién es el Director de la Carrera de Ingeniería Petroquímica?;El Director de la Carrera de Ingeniería Petroquímica es el Ing. William Moisés Bonilla Jiménez, cabe recalcar que esta carrera esta disponible solamente en el Campus Gral. Guillermo Rodríguez Lara, sede Latacunga.
¿Quién es el Director de la Carrera de Ingeniería Automotriz?;El Director de la Carrera de Ingeniería Automotriz es el Ing. Stalin Mena Palacios, cabe recalcar que esta carrera esta disponible solamente en el Campus Gral. Guillermo Rodríguez Lara, sede Latacunga.
¿Quién es el Director de la Carrera de Ingeniería de Software Matriz Sangolquí?;El Director de la Carrera de Ingeniería de Software es el Ing. Eduardo Mauricio Campaña Ortega Mgs.
¿Quién es el Director de la Carrera de Ingeniería de Software Sede Latacunga?;El Director de la Carrera de Ingeniería de Software Sede Latacunga es el Ing. Franklin Javier Montaluisa Yugla.
¿Quién es el Director de la Carrera de Ingeniería en Telecomunicaciones?;El Director de la Carrera de Ingeniería en Telecomunicaciones es el Ing. Carlos Daniel Altamirano Carrillo, PhD.
¿Quién es el Director de la Carrera de Ingeniería en Electrónica y Automatización?;La Directora de la Carrera de Ingeniería en Electrónica y Automatización es la Ing. Tatiana Acosta, Ph.D.
¿Quién es el Director de la Carrera de Ingeniería en Electromecánica?;El Director de la Carrera de Ingeniería en Electromecánica es el Ing. Freddy Salazar, Mgs, cabe recalcar que esta carrera esta disponible solamente en el Campus Parroquia Belisario Quevedo, Barrio el Forastero.
¿Quién es el Director de la Carrera de Ingeniería Agropecuaria?;La Directora de la Carrera de Ingeniería Agropecuaria es Jéssica Duchicela E, PhD.
¿Quién es el Director de la Carrera de Ingeniería en Biotecnología?;La Directora de la Carrera de Ingeniería en Biotecnología es Lourdes Karina Ponce Loaiza B.S., M.Sc.
¿Quién es el Director de la Carrera de Licenciatura en Comercio Exterior?;El Director de la Carrera de Licenciatura en Comercio Exterior es el Ing. Roberto Alex Taco Pizarro Mgtr.
¿Quién es el Director de la Carrera de Licenciatura en Contabilidad y Auditoria?;El Director de la Carrera de Licenciatura en Contabilidad y Auditoria es Washington Altamirano S, Ph.D.
¿Quién es el Director de la Carrera de Licenciatura en Mercadotecnia?;El Director de la Carrera de Licenciatura en Mercadotecnia es el Ing. Galo Moreno B. PhD.
¿Quién es el Director de la Carrera de Licenciatura en Turismo?;El Director de la Carrera de Licenciatura en Turismo es Luis Huaraca V, Mgs.
¿Quién es el Director de la Carrera de Ingeniería Civil?;La Directora de la Carrera de Ingeniería Civil es la Ing. Maribel Aldás Vaca, Mtr.
¿Quién es el Director de la Carrera de Ingeniería Geoespacial?;El Director de la Carrera de Ingeniería Geoespacial es el Ing. Alexander Robayo, Mst.
